!؟.,"تهدف	1
!؟.,يتناول	2
""	517
""شعرية	6
""شعرية""	1
""شعلة	10
""شفاء	16
""شمقمقيتة""	7
""شمقمقيتة"".	3
""شمقمقيتة""،	1
""شمقمقيته""	2
""شمقمقيته""،	1
""شميشا	9
""شميشة	2
""شوارد""	1
""شومسكي""	7
""شيخ	3
""شيفرة	13
""صاحب	1
""صدمة	7
""صراع	3
""صلحاء	1
""صناعة	14
""صنعة	4
""صوت	1
""صوتيات	1
""صور	1
""صورة	7
""صومام""	12
""صُنْعَ	1
""ضاق	5
""ضرورة	1
""ضوابط	2
""طبقات	1
""طبيعة	1
""طرابلس	1
""طفولة	13
""طقوس	1
""طوق	29
""ظاهرة	11
""ظروف	1
""عائلة	12
""عارفًا	1
""عاش	1
""عاشق	9
""عالم	9
""عالمية	5
""عامل	1
""عبارة	2
""عبد	11
""عبر	15
""عتبات	2
""عتبة	1
""عجائب	4
""عدد	4
""عرف	15
""عروة	21
""عروج""	6
""عز	4
""عصبة	4
""عصر	1
""عطلة	1
""عقوبة	2
""عقود	2
""علاقة	1
""علم	14
""علماء	1
""على	2
""علي	6
""عمارة	1
""عمدة	20
""عمر	1
""عمل	17
""عمود	2
""عموم	1
""عن	1
""عناصر	1
""عناوين""،	1
""عندما	4
""عنصري	2
""عنوان	23
""عو""	13
""عوارض	3
""عودة	7
""عودة""	1
""عولمة	1
""عولمة""	3
""عيب	1
""عيد""	2
""عيسى	10
""عين""	3
""عُنوان	2
""غابة	5
""غجاتي	1
""غرس	2
""غريب	14
""غريبة""،	1
""فاتح	5
""فالصّورة	3
""فتاة	17
""فتاوى	3
""فتح	6
""فترة	2
""فتنة	6
""فتوح	22
""فجوة	1
""فداء	1
""فرائد	1
""فرحات	7
""فرش	2
""فرنسيس	3
""فصل	5
""فصوص	11
""فضاءات	2
""فضل	9
""فعالية	2
""فقه	16
""فك	10
""فكتور	1
""فكر	1
""فكرة	2
""فلسفة	11
""فلما	3
""فمن	3
""فن	16
""فنون	3
""فهرس	7
""فهم	5
""فوبيا	1
""فوضى	6
""فوكو""	9
""فوكو"".	3
""في	27
""فيخته""	1
""فيس	4
""فيض	5
""فيكتور	2
""فَيضُ	6
""قابل	1
""قارة	2
""قال	2
""قال-	1
""قانون	1
""قبر	2
""قراءات	3
""قراءة	11
""قرب	1
""قرية	3
""قسم	2
""قسنطينة	2
""قشتالة	3
""قصة	13
""قصيد	9
""قصيدة	6
""قصیدة	1
""قضية	1
""قل	1
""قلق	2
""قلوبهم	14
""قمت	1
""قوارير""	9
""قوارير""،	1
""قواعد	2
""قوة	1
""قيادة	1
""قيم	2
""قيود	3
""قيّدوا	3
""قُلْتُ..."".	1
""كالبيريف""	1
""كاماراد	18
""كاماراد،	2
""كان	2
""كان""	3
""كتائب	1
""كتاب	27
""كتب	2
""كريستيفا	3
""كلب	5
""كليلة	2
""كما	3
""كمارا	2
""كناش	6
""كهريف""	1
""كوردير""	1
""كولدبيرغ""	9
""كيرت	3
""كِتَابٌ	1
""ل	8
""لا	32
""لاتقصصي	3
""لايزا""،	3
""لايكوف""	3
""لايكوفLaykoff	3
""لحبيب	2
""لحظات	10
""لديه","يُقدم	1
""لذة	1
""لسان	14
""لسانيات	4
""لسانياّت	1
""لسنا	3
""لطيفة	4
""لعبة	2
""لعنة	1
""لغة	3
""لغة""،	1
""لقد	3
""لكل	7
""للتعليق""	1
""لم	1
""لمحة	1
""لهجة""	1
""لو	2
""لولا	4
""ليس	1
""ليكوف""	1
""ليلى	1
""ليون	3
""م.	7
""مؤسسة	5
""مئة	2
""ما	7
""ماء	3
""مائة	1
""مارشال	10
""مان	6
""مبادئ	1
""مبدأ	15
""مبررات	1
""متخيّل	1
""متطلبات	1
""متوسطة	3
""متيجة""	9
""مجالس	9
""مجبنة	1
""مجتبى	4
""مجتبي	1
""مجتمع	13
""مجتمعات	3
""مجرد	2
""مجرم	1
""مجمع	3
""مجموعة	3
""مجمّع	1
""مجيء	5
""محافظ	3
""محددات	3
""محض	10
""محطات	2
""محمد	16
""محمود	12
""محمّد	1
""مخارج	1
""مختصر	2
""مخطوط	4
""مخطوطة	1
""مداخل	1
""مدارج	1
""مدة	7
""مدخل	1
""مدونة	19
""مدى	2
""مدينة	4
""مذكرات	2
""مذنبون	11
""مراحل	1
""مراعاة	3
""مربع	2
""مرتجلة	5
""مرتكزات	1
""مرشد	10
""مرفق	1
""مركز	2
""مرهون	5
""مسؤولية	8
""مساحة	4
""مسار	1
""مسالك	1
""مساهمات""	4
""مساهمات""،	1
""مساهمة	5
""مستغانم""	1
""مستغانم"".	2
""مستغانم""،	6
""مسرحة	1
""مشاهدات	1
""مشروع	3
""مشكل	1
""مشكلات	1
""مصادر	2
""مصطلح	4
""مصنع	1
""مصير	1
""مطابقة	14
""مظاهر	1
""مع	5
""معاني	4
""معاهدة""،	1
""معايير	2
""معجم	2
""معنى	2
""معوقات	1
""مغناطيس	8
""مــــوت	6
""مفاتيح	2
""مفاخر	15
""مفارقة	1
""مفاهيم	1
""مفاهيم""	3
""مفتاح	49
""مفهوم	4
""مفهوميّة	1
""مقاربات	2
""مقاربة	6
""مقاطع	2
""مقام	6
""مقامات	2
""مقاييس	8
""مقدس	4
""مقدمات	5
""مقدمة	28
""مقصد	1
""مقولات	1
""مقياس	1
""مكافأة	5
""مكافحة	9
""مكان""	1
""مكانة	2
""ملامح	3
""ملبنة	2
""ملحق	1
""ملكة	1
""ملوكة""	1
""مماثلة	1
""ممثل	1
""مملكة	30
""من	34
""منازعات	1
""مناظرات	1
""مناقب	9
""مناهج	11
""منطق	1
""منظومة	1
""منهاج	16
""منهج	21
""مهام	4
""مهربي	7
""مهمة	1
""مواهب	11
""موبليس""	2
""موبليس"".	2
""موبيليس""	22
""موبيليس"".	1
""موبيليس""،	2
""موت	22
""موتيف	1
""موجز	6
""موضوع""	1
""موقف	3
""مولحق	1
""مولودية	1
""ميثولوجيا	1
""ميخائيل	4
""ميشال	3
""ميمية	7
""ميناء	6
""ن	2
""نادي	16
""نبرة""	1
""نجمى	14
""نجمي	1
""نجوم	10
""نحن""	1
""نحو	2
""نداء	1
""نزهة	20
""نزىة	1
""نساء	10
""نسب	1
""نسبية	1
""نسقية	1
""نصر""	2
""نصوص	1
""نظام	21
""نظام""	6
""نظرات	1
""نظرية	6
""نظم	4
""نفح	4
""نفطال""	1
""نقد	9
""نقلُ	3
""نكت	1
""نهاية""	11
""نهاية"".	1
""نهج	2
""نوازل	5
""نور	2
""نوفمبر""	2
""نوفمبر""،	3
""نومو	19
""نومو""	1
""نومو""،	1
""نيل	15
""هاء""	2
""هابيتوس	2
""هاجس	1
""هامة""،	1
""هاني	2
""هايدجر	16
""هجومات	1
""هدى	2
""هذا	17
""هزالة	1
""هل	7
""همزة	2
""همسة""	11
""همسة"".	1
""همسة""،	5
""هندسة	14
""هو	3
""هواجس	2
""هوبي""	2
""هوفستد""	7
""هوية	1
""هيدجر"".	1
""هيلاري	2
""و	3
""وأخذنا	3
""وأنواع	3
""واد	1
""وادي	13
""واقع	10
""والخير	1
""والشر	1
""والقلم	2
""وت""	1
""وتسمى	3
""وتظهر	3
""وثائق	4
""وجملة	3
""وجهة	7
""وحدة	2
""وسيلة	2
""وظائف	1
""وظيفة	3
""وغلب	3
""وقائع	3
""وقت	2
""وكذلك	1
""وكلُّ	4
""ولا	2
""ولم	3
""وليد	3
""وما	5
""ومضات	2
""ومن	3
""وهم	1
""وَلَا	1
""يا	11
""يائية	1
""ياسين	9
""ياقوتة	17
""يجوز	1
""يحدث	3
""يحدث""	1
""يحدُث	3
""يحدُث""	1
""يستكتب	1
""يسعى	2
""يشكلّ	2
""يشهد	1
""يصحو	16
""يطوف	12
""ينحني	4
""يوبا	3
""يوليوس	3
""يوم	2
".الاهتمام	3
"آثار	2
"أبرز	2
"أثّر	3
"أجناس	3
"أسعى	3
"أصبح	3
"أصبحت	6
"أعالج	3
"أقرّ	3
"ألف	2
"أَوْلىَ	3
"أُعتبر	3
"إثر	4
"إذا	10
"إسهام	2
"إلياذة	3
"إن	125
"إنها	3
"إنّ	27
"إنَّ	6
"البحث	2
"البحثاختلف	3
"الحديث	2
"الدراسة	3
"بالغة	3
"باللغة	6
"بدأ	6
"بدعوى	3
"بسم	3
"بشكل	3
"بعد	9
"بن	3
"بواعث	3
"تأتي	3
"تاغنجا	3
"تبتغي	3
"تبحث	3
"تبحثُ	3
"تتبوأ	3
"تتجلى	3
"تتجه	3
"تتحاور	3
"تتطلع	3
"تتعدد	3
"تتعلق	3
"تتمحورُ	2
"تتميز	3
"تتناول	14
"تتوخّى	3
"تتوفر	2
"تحاول	2
"تحتل	6
"تحقق	2
"تحمل	3
"تختلف	3
"تدرج	3
"ترتبط	6
"ترجع	3
"ترصد	3
"ترمي	2
"تروم	14
"تستعرض	3
"تسعى	17
"تشكل	3
"تضمن	2
"تضمنت	3
"تضمّنَ	1
"تعالج	3
"تعاني	3
"تعتبر	53
"تعد	31
"تعدّ	15
"تعدَّدت	3
"تعرض	3
"تعرف	6
"تعّد	3
"تقدم	3
"تقوم	6
"تكتسي	3
"تكمن	3
"تم	3
"تمثل	8
"تمثّل	3
"تميز	3
"تميزت	3
"تمّ	3
"تناص	3
"تناول	6
"تناولت	9
"تناولنا	2
"تنظر	3
"تهتم	3
"تهدف	118
"تواجه	2
"تَتَسم	3
"تَحْقِيْق	3
"تُحفظ	1
"تُشكل	2
"تُعتبر	3
"تُعتبَر	2
"تُعتَبر	3
"تُعدُّ	3
"تّخذت	3
"ثّلت	3
"جاء	3
"جاءت	3
"جرى	3
"حاول	6
"حاولت	2
"حاولنا	3
"حب	3
"حظيت	3
"حفظ	2
"حمد	3
"دراسة	3
"دون	3
"دونة	3
"دُرست	3
"رتبط	5
"رسة	3
"رغم	8
"ركّزنَا	3
"زال	1
"زواج	3
"ساهم	3
"ساهمت	3
"ستخلص	3
"ستلهم	2
"ستند	2
"ستندت	2
"ستهدفت	6
"سمعنا	3
"سنحاول	8
"سوف	2
"شتهر	2
"شتهرت	3
"شتهرَ	3
"شغلت	2
"شك	9
"شكّ	2
"شكّل	3
"شملت	3
"شهد	7
"شهدت	8
"صاغ	3
"ضريح	3
"ضطلع	3
"طالما	2
"طبري	3
"ظل	3
"ظهرت	3
"عاجم	3
"عبت	4
"عتمادا	3
"عتنى	3
"عرف	6
"عرفت	3
"عرّف	2
"عل	3
"على	3
"علّ	5
"عمل	3
"عمَدت	1
"عنونا	2
"عولمة	3
"غة	6
"غني	3
"غويون	2
"ـموتيف	3
"فكرة	3
"فلسفة	2
"في	21
"فيلم	3
"ق	4
"قام	9
"قامت	3
"قبل	2
"قد	53
"قرآن	6
"قصد	3
"قمن	3
"قواعد	3
"كان	2
"كانت	10
"كتبت	3
"كثيرا	6
"كسر	3
"كلمات	3
"لاريب	3
"لقد	2
"للمؤلفات	3
"مشاريع	2
"من	6
"ن	11
"نحاول	6
"نذ	12
"نسعى	5
"نشهد	2
"نص	3
"نصت	3
"نظرا	6
"نفتَحت	2
"نهدف	4
"هتمت	3
"هتمّت	3
"هجرة	3
"هدفت	67
"هدفنا	2
"هذا	14
"هذه	6
"وإن	3
"وجد	3
"وضوع	3
"وقد	2
"وقف	3
"ولا	3
"ولكي	2
"ىيعالج	3
"يأتي	3
"يؤدي	2
"يبحث	6
"يبدو	3
"يتألف	2
"يتبوأ	3
"يتجه	2
"يتحدث	3
"يتدارس	3
"يتكثّف	3
"يتناول	26
"يجتهد	3
"يجري	3
"يحاول	9
"يحتفظ	3
"يحتل	2
"يحوي	3
"يدرس	3
"يرتبط	6
"يرصد	3
"يروم	3
"يرى	3
"يزال	3
"يزخر	3
"يس	3
"يستخدم	2
"يستقطب	3
"يستهدف	6
"يسعى	3
"يشكل	3
"يشكّل	2
"يشهد	3
"يصطدم	3
"يطرح	3
"يعالج	3
"يعتبر	32
"يعتقد	1
"يعتمد	3
"يعد	37
"يعدّ	8
"يعدُّ	3
"يعرف	2
"يعلل	3
"يعيد	2
"يقارن	3
"يقاس	3
"يقوم	3
"يمثل	6
"يمر	3
"يمكن	2
"يميز	3
"ينكر	3
"ينهض	2
"يهتم	3
"يهدف	25
"يُعد	3
"يُعنى	3
"یكاد	3
%	39
%)	1
%.	3
%0.26،	3
%،	5
%البلد	1
&	9
''الأفعوان	2
''بالطب	2
''ملبنة	3
'أفضل	1
'الآخر'	1
'الأصالة'	1
'الاختناق	1
'التفكير	2
'التَّفْكِيرِ	3
'الخلل'،	1
'الدرة	1
'السرد'	2
'العقد	1
'الفروق	1
'القرية	1
'القفص	1
'الكلم'	3
'الكوكب	1
'المستهلك	1
'الملحمة'	1
'النبأ'""	1
'الهو'	1
'الوجود	2
'بحر	1
'بريد	1
'ثأر	1
'جمهرة	1
'حتّى'	2
'حتّى'،	1
'دلائل	2
'دلالة	1
'دَلَائِلُ	2
'شميشا	1
'ضابط	1
'عالمية	1
'عطلة	1
'فرحات	1
'فك	1
'قيم	3
'مجتمع	1
'محمد	1
'مذنبون	1
'مكافحة	1
'مملكة	2
'منظور	1
'منهج	1
'نجمى	1
(	298
(""	2
(""ملبنة	1
(%)	4
(%86)	3
((Contextual	4
((SPSS،	2
((امحمد	3
()	4
(-471هـ)،	3
(-538هـ)	3
(-538هـ)،	3
(.	1
(...	1
(0,01	4
(0,05	8
(0,57؛0,86)على	3
(0,596)عند	6
(0.01	1
(0.01)	4
(0.01).	3
(0.05	4
(0.05)	4
(0.05≤	2
(0.05≥	2
(0.05≥α)	10
(0.05≥α).	2
(0.57؛	1
(0.596)	1
(0.678)	3
(0.773).	1
(0.773)،	2
(0.85)	1
(0.86،	1
(0.93)،	3
(002124)	1
(002126)،	1
(02)،	1
(03	3
(04)	3
(08)	6
(1)	9
(1),	3
(1).	1
(10	11
(10)	8
(10-11ه)/(16-17م)	3
(10-12	2
(10-12م).	4
(10-12م)،	1
(100%).	1
(100%)،	1
(100)	20
(100-150	1
(101،161هـ).	1
(102)	1
(103)	6
(1040-1147م)،	1
(105)	3
(106	3
(108)	3
(1098-1109م).	1
(1098-1173	2
(1098-1173م).	1
(1098م-	1
(1098م-1109م)	2
(11%)	3
(11-12	1
(11-12م)	5
(11-12م).	1
(11-12م)،	1
(110)	3
(114)	3
(1156ه/1743م)	4
(116)	3
(1165-1238هـ/1751-)	4
(1165-1238هـ/1751-)،	1
(1165-1238هـ/1751-1823م)،	1
(1165-1238هـ/1751-1832م)	1
(1166-1218هـ/1752-1803م)	3
(1170هـ/1756-1172هـ/1759م)	2
(1170هـ/1756م	2
(1172هـ/1759م	2
(1172هـ/1759م-	2
(119)	3
(11ه/17م)	3
(12)	9
(12-14	13
(12-14)	1
(12-15	5
(12-15)سنة	3
(12.20%)	2
(120)	13
(1202-1276ه/1787-1859م)،	1
(1202-1276هـ/1787-1859م)	1
(1202-1276هـ/1787-1859م)،	1
(1204ه/1789م).	1
(1204ه/1789م)،	3
(1228-1517م)	1
(1235-1554	2
(1248هـ).	1
(1248هـ/1832م)	1
(125)	3
(1250-1517	2
(1253	1
(126)	2
(128	8
(1282-	1
(1282-1345ه/1865-1927م)،	1
(1282-1345هـ/1865-1927م)،	1
(1282-1345هـ/1865ـ1927م).	1
(1282-1345هـ/1865ـ1927م)،	2
(13)	5
(13-15	7
(13-15)	1
(13-15م)	1
(13-15م).	3
(13-15م)،	2
(13-15ميلادي).	1
(132-447ه/749-1055م)،	1
(132-447هـ/749-1055م)	1
(1350-1439م)،	1
(1350ـ	3
(1364-1439م).	1
(1364م).	3
(1370ه)	1
(14)	3
(14-15م)	1
(14-15م).	3
(14-15م)،	3
(14-16)	8
(143)	3
(145).	3
(149)	3
(15	2
(15)	3
(15-16م).	2
(15-16م)،	3
(15-17	5
(15-17سنة)	3
(15-18	3
(15-18سنة)	3
(15-20)	3
(150)	7
(1515-1830)،	6
(1518	3
(1518-1830).	1
(1518-1830م)،	1
(152)	3
(154)	4
(157)	3
(16	1
(16)	7
(16-18	1
(1613	1
(1632-1677	1
(1632-1677)	1
(1632-1677م)	3
(1671-1830م).	1
(1671-1830م)،	3
(1671-1830م)،و	3
(17.8%)،	1
(170)	3
(1768-1834)	1
(1787-1859	1
(1787-1859م).	1
(18	6
(18)	3
(1808-1883)،	4
(1821-1872م)	1
(1828-1883).	1
(1828-1883)،	1
(1830-1962).	1
(1830-1962)،	1
(1832	1
(1832-1847)،	1
(1838-1904	3
(1838-1904)،	1
(1838ـ	3
(1842-1914).	1
(1848-1852)	3
(1848-1852).	1
(1848-1852)،	2
(1848-1852م)،	1
(1861-1926	1
(1870-1940)	5
(1870-1940)،	1
(1873-1931)	9
(1873-1931)،	3
(1882-	3
(1882-1962).	3
(1882-1962)،	3
(1884-1885)	2
(1884-1885)،	2
(1884-1885م)	6
(1884-1957)،	1
(1884-1957)م،	1
(1884-1957م)،	1
(1886-1958).	1
(1888-1973)	2
(1888-1973)،	4
(1888-1973م)	3
(1888-1973م)،	2
(1889-1940).	1
(1889-1940)،	3
(1889-1976)	2
(1911م-1956م)	3
(1911م-1956م).	2
(1913-2005)	1
(1913-2005).	1
(1913-2005)،	1
(1918	6
(1918-1959)	4
(1918-1959)،	1
(1925-1954)	1
(1925/1995)،	3
(1930-2013)	1
(1931-1962)،	5
(1938	2
(1938-1954)	1
(1938-2008)	2
(1945)	1
(1945-1954)	1
(1946-1954)،	1
(1954)	3
(1954)،	1
(1954-1956)	5
(1954-1956)،	1
(1954-1962	3
(1954-1962)	10
(1954-1962)""	1
(1954-1962).	7
(1954-1962)،	16
(1956-1958)،	1
(1956-1962م)	3
(1957-1958)	1
(1957-1958)،	3
(1957-1962)	1
(1957-1962)،	1
(1960)،	3
(1961).	2
(1961)،	2
(1970-2015)	1
(1970-2015).	1
(1970-2016).	1
(1970-2020)،	1
(1972)	1
(1976)	6
(1976)،	2
(1977)	1
(1980-	3
(1980-2011)	1
(1980-2011)""	1
(1980-2011).	1
(1980-2016).	3
(1980-2016)،	3
(1980-2017).	1
(1980-2017)،	2
(1982	1
(1982).	2
(1982-1990-2012).	1
(1984)	7
(1985-2015)،	3
(1985-2018).	1
(1985-2018)،	1
(1988).	1
(1988-1995)،	4
(1990	3
(1990-1999):	1
(1990-2015)	1
(1990-2019)،	1
(1992-2014)	5
(1992-2014).	2
(1994)	8
(1994-2010)،	4
(1995)،	1
(1995-2001)،	4
(1995-2015).	1
(1995-2015).توصلنا	3
(1998)	5
(1998).	11
(1998)،	2
(1999-2002):	1
(1999-2011).	1
(1999-2011)،	3
(2	3
(2)	13
(2,26%؛1,62%)على	3
(2-9	4
(2-9هـ/8-15م)	1
(2-9هـ/8-15م)،	2
(2.26%؛	1
(2.26،	1
(20	4
(20)	18
(20).	1
(20)،	3
(2000	3
(2000-2009)	3
(2000-2015)	1
(2000-2015).	1
(2000-2015)،	1
(2000-2018)	2
(2000-2018).	2
(2000-2019)	2
(2001	2
(2001-	4
(2001-2004)،	3
(2001-2008).	1
(2001-2011)،	1
(2001-2015).	2
(2002-2009):	1
(2003-2019)،	1
(2003م)	3
(2004-2021)،	4
(2005)	8
(2005).	2
(2005-	4
(2005-1913)	4
(2005-2007)	1
(2005-2009)،	3
(2005-2014).	1
(2005-2014)،	1
(2006)	4
(2006)،	2
(2006-2010)	1
(2007-2009)	3
(2008)	4
(2008-	1
(2008-2017م).	1
(2008-2020)	2
(2008-2020)،	3
(2009)	1
(2009-2013).	2
(2009-2015):	1
(2009-2021)،	1
(2010-	4
(2010-2014)	1
(2010-2014).	4
(2010-2014)،	1
(2010-2019)	3
(2010-2019).	1
(2010-2019)،	4
(2010-2020)	1
(2011)	2
(2011-2013)	1
(2011-2013).	14
(2011-2013)،	1
(2011-2016)	1
(2011-2016).	1
(2011-2016)،	3
(2014)،	1
(2014-2020).	1
(2014-2020)،	1
(2015	3
(2015)	5
(2015).	2
(2015)،	2
(2015)والذي	3
(2015،	1
(2015،2016،2017)،	4
(2016	3
(2016).	1
(2016-2020).	1
(2016م)	3
(2017-1980)،	3
(2017-2018).	6
(2018).	1
(2018-2022)	1
(2018-2022).	1
(2018م،	2
(2019)	4
(2019).	2
(2019)،	3
(2019-2015).	1
(2019-2020)،	1
(202)	4
(2020).	2
(2020)،	2
(2020-2022)	1
(2021).	2
(205)	4
(21	3
(21)	3
(227)	3
(23	1
(25	2
(25)	4
(258)	2
(261-	3
(261-389	1
(261-389ه/874-999م)	1
(261-389ه/874-999م).	1
(261-389هـ/	1
(261-389هـ/874-999م)	1
(27)	1
(278)	3
(279)	4
(28	3
(28)	4
(28)،	1
(280)	3
(283	1
(284)	3
(3	7
(3)	10
(3-5)	1
(30	5
(30)	20
(300)	5
(302)	3
(319)	3
(32)	5
(35)	7
(35-69	1
(350	4
(350)	3
(350-429هـ)	1
(350-429هـ)،	2
(356	1
(36	1
(36)	6
(360	2
(362هـ	5
(37)	3
(377)	3
(38)	3
(384-322	5
(388-421ه/997-1030م)،	3
(388-421هـ/997-1030م)،	2
(39	1
(390)	4
(4)	3
(4-5	1
(40	1
(40)	6
(40)بندا	3
(40-50	3
(40-50)	1
(400)	3
(400-	2
(400-471هـ/1009-1078م)	1
(400-471هـ/1009-1078م)،	2
(401	1
(402هـ)	1
(412)	3
(416)	3
(42)	10
(4217	1
(429هـ-467هـ/	1
(429هـ-467هـ/1037م-1074م)	2
(43	4
(43.80%)	1
(43.80%)،	1
(449)	3
(45	8
(45)	12
(454-481	1
(454-481ه/1062-1088م)	3
(454-481ه/1062-1088م).	2
(454-481هـ/1062-1088م).	3
(454-481هـ/1062-1088م)،	6
(46	1
(46%)	3
(46)	2
(464)	3
(47)	3
(470)	1
(478	3
(478)	1
(48)	3
(491-570ه/1098-1173م)،	1
(494)	3
(4_5)سنوات..,"يهدف	1
